depth10cm,Year,Yearly Avg Soil Temp (10CM),Yearly Avg Soil Temp (F) 10CM,Month/Year,Monthly Avg Soil Temp (10CM)
-1.7,,,,2/1990,
-1.1,,,,2/1990,
-0.6,,,,3/1990,
0,,,,3/1990,
0,,,,3/1990,
0,,,,3/1990,
0,,,,4/1990,
0,,,,4/1990,
-0.6,,,,4/1990,
6.7,,,,4/1990,
2.8,,,,5/1990,
5,,,,5/1990,
6.7,,,,5/1990,
7.8,,,,5/1990,
8.9,,,,5/1990,
10,,,,6/1990,
12.8,,,,6/1990,
12.8,,,,6/1990,
13.9,,,,6/1990,
15,,,,7/1990,
14.4,,,,7/1990,
15.6,,,,7/1990,
15,,,,7/1990,
15.6,,,,8/1990,
15,,,,8/1990,
13.9,,,,8/1990,
14.4,,,,8/1990,
15.6,,,,8/1990,
15,,,,9/1990,
15,,,,9/1990,
11.7,,,,9/1990,
11.1,,,,9/1990,
11.1,,,,10/1990,
6.7,,,,10/1990,
6.4,,,,10/1990,
3.9,,,,10/1990,
5,,,,10/1990,
2.8,,,,11/1990,
1.7,,,,11/1990,
5.6,,,,11/1990,
1.1,,,,11/1990,
0,,,,12/1990,
0.6,,,,12/1990,
0,,,,12/1990,
-0.6,,,,12/1990,
-1.1,,,,1/1991,
-1.7,,,,1/1991,
-1.1,,,,1/1991,
-1.1,,,,1/1991,
-1.1,,,,1/1991,
-0.6,,,,2/1991,
-1.1,,,,2/1991,
-0.6,,,,2/1991,
-0.6,,,,2/1991,
-1.1,,,,3/1991,
-0.6,,,,3/1991,
0,,,,3/1991,
0,,,,3/1991,
0,,,,4/1991,
0,,,,4/1991,
1.7,,,,4/1991,
3.3,,,,4/1991,
4.4,,,,5/1991,
5,,,,5/1991,
11.7,,,,5/1991,
13.3,,,,5/1991,
12.2,,,,5/1991,
12.2,,,,6/1991,
13.3,,,,6/1991,
14.4,,,,6/1991,
15.6,,,,6/1991,
14.4,,,,7/1991,
15.6,,,,7/1991,
17.8,,,,7/1991,
15,,,,7/1991,
15,,,,7/1991,
14.4,,,,8/1991,
16.7,,,,8/1991,
15,,,,8/1991,
18.9,,,,8/1991,
14.4,,,,9/1991,
14.4,,,,9/1991,
9.4,,,,10/1991,
7.8,,,,10/1991,
6.7,,,,10/1991,
5.6,,,,10/1991,
4.4,,,,10/1991,
3.3,,,,11/1991,
2.8,,,,11/1991,
2.2,,,,11/1991,
0,,,,11/1991,
-2.2,,,,12/1991,
0,,,,12/1991,
0.6,,,,12/1991,
0,,,,1/1992,
0,,,,1/1992,
-0.6,,,,1/1992,
0,,,,1/1992,
0,,,,1/1992,
0,,,,2/1992,
-1.1,,,,2/1992,
-0.6,,,,2/1992,
0,,,,2/1992,
0,,,,3/1992,
0.6,,,,3/1992,
0,,,,3/1992,
0,,,,3/1992,
0,,,,4/1992,
0,,,,4/1992,
0.6,,,,4/1992,
0,,,,4/1992,
3.3,,,,4/1992,
6.7,,,,5/1992,
7.8,,,,5/1992,
11.1,,,,5/1992,
7.8,,,,5/1992,
11.1,,,,6/1992,
11.1,,,,6/1992,
12.2,,,,6/1992,
11.7,,,,6/1992,
10.6,,,,7/1992,
13.3,,,,7/1992,
13.3,,,,7/1992,
13.3,,,,7/1992,
13.3,,,,7/1992,
13.3,,,,8/1992,
14.4,,,,8/1992,
13.9,,,,8/1992,
13.3,,,,8/1992,
13.3,,,,9/1992,
12.2,,,,9/1992,
13.9,,,,9/1992,
11.7,,,,9/1992,
10,,,,9/1992,
10.6,,,,9/1992,
10,,,,9/1992,
10,,,,10/1992,
7.2,,,,10/1992,
5.6,,,,10/1992,
6.1,,,,10/1992,
4.4,,,,11/1992,
3.9,,,,11/1992,
2.8,,,,11/1992,
2.8,,,,11/1992,
1.7,,,,12/1992,
0.6,,,,12/1992,
1.7,,,,12/1992,
0.6,,,,12/1992,
0,,,,12/1992,
0,,,,1/1993,
0,,,,1/1993,
0,,,,1/1993,
0,,,,1/1993,
0,,,,2/1993,
0,,,,2/1993,
-0.6,,,,2/1993,
-0.6,,,,2/1993,
0,,,,3/1993,
0,,,,3/1993,
0,,,,3/1993,
-0.6,,,,3/1993,
0,,,,3/1993,
0,,,,4/1993,
0.6,,,,4/1993,
3.3,,,,4/1993,
5,,,,4/1993,
7.8,,,,5/1993,
9.4,,,,5/1993,
6.7,,,,5/1993,
7.8,,,,5/1993,
7.8,,,,6/1993,
10.6,,,,6/1993,
11.1,,,,6/1993,
13.3,,,,6/1993,
11.7,,,,6/1993,
13.3,,,,7/1993,
12.8,,,,7/1993,
13.3,,,,7/1993,
15.6,,,,7/1993,
13.9,,,,8/1993,
16.7,,,,8/1993,
15.6,,,,8/1993,
17.2,,,,8/1993,
14.4,,,,9/1993,
11.7,,,,9/1993,
9.4,,,,9/1993,
10.6,,,,9/1993,
7.8,,,,9/1993,
8.9,,,,10/1993,
6.7,,,,10/1993,
6.1,,,,10/1993,
5.6,,,,10/1993,
4.4,,,,11/1993,
2.8,,,,11/1993,
2.8,,,,11/1993,
2.2,,,,11/1993,
2.8,,,,12/1993,
2.2,,,,12/1993,
2.2,,,,12/1993,
1.7,,,,12/1993,
1.1,,,,12/1993,
0.6,,,,1/1994,
0.6,,,,1/1994,
0.6,,,,1/1994,
0.6,,,,1/1994,
0.6,,,,2/1994,
0,,,,2/1994,
0.6,,,,2/1994,
0,,,,2/1994,
0,,,,3/1994,
0,,,,3/1994,
0,,,,3/1994,
0,,,,3/1994,
0,,,,3/1994,
0.6,,,,4/1994,
0.6,,,,4/1994,
1.1,,,,4/1994,
1.7,,,,4/1994,
3.3,,,,5/1994,
6.7,,,,5/1994,
8.3,,,,5/1994,
9.4,,,,5/1994,
9.4,,,,6/1994,
10.5,,,,6/1994,
13.9,,,,6/1994,
14.4,,,,6/1994,
14.4,,,,6/1994,
15,,,,7/1994,
13.3,,,,7/1994,
15.5,,,,7/1994,
15,,,,7/1994,
15,,,,8/1994,
13.9,,,,8/1994,
15,,,,8/1994,
15,,,,8/1994,
11.7,,,,9/1994,
13.3,,,,9/1994,
15.5,,,,9/1994,
13.3,,,,9/1994,
10.5,,,,9/1994,
10.5,,,,10/1994,
8.9,,,,10/1994,
10.5,,,,10/1994,
6.7,,,,10/1994,
6.1,,,,11/1994,
5,,,,11/1994,
3.3,,,,11/1994,
2.2,,,,12/1994,
1.1,,,,12/1994,
0.6,,,,12/1994,
0.6,,,,12/1994,
0.6,,,,12/1994,
-0.6,,,,1/1995,
-0.6,,,,1/1995,
-0.6,,,,1/1995,
-1.1,,,,1/1995,
0,,,,2/1995,
-1.1,,,,2/1995,
-1.1,,,,2/1995,
-0.6,,,,2/1995,
-0.6,,,,3/1995,
-1.1,,,,3/1995,
-0.6,,,,3/1995,
0,,,,3/1995,
-0.6,,,,3/1995,
0,,,,4/1995,
0,,,,4/1995,
0,,,,4/1995,
1.1,,,,4/1995,
5.6,,,,5/1995,
6.1,,,,5/1995,
7.2,,,,5/1995,
7.2,,,,5/1995,
11.1,,,,6/1995,
15,,,,7/1995,
16.7,,,,7/1995,
15.5,,,,7/1995,
15.5,,,,7/1995,
15,,,,8/1995,
17.2,,,,8/1995,
16.7,,,,8/1995,
17.2,,,,8/1995,
17.2,,,,8/1995,
16.7,,,,9/1995,
14.4,,,,9/1995,
10,,,,9/1995,
10.5,,,,9/1995,
10,,,,10/1995,
11.1,,,,10/1995,
8.3,,,,10/1995,
5.6,,,,10/1995,
5,,,,11/1995,
2.8,,,,11/1995,
2.2,,,,11/1995,
2.2,,,,11/1995,
1.7,,,,11/1995,
1.7,,,,12/1995,
1.1,,,,12/1995,
0.6,,,,12/1995,
1.1,,,,12/1995,
1.1,,,,1/1996,
0.6,,,,1/1996,
0.6,,,,1/1996,
0,,,,1/1996,
0.6,,,,2/1996,
0.6,,,,2/1996,
0.6,,,,2/1996,
0.6,,,,2/1996,
0.6,,,,3/1996,
0.6,,,,3/1996,
0.6,,,,3/1996,
0.6,,,,3/1996,
0.6,,,,4/1996,
0.6,,,,4/1996,
0,,,,4/1996,
0.6,,,,4/1996,
2.8,,,,5/1996,
5.6,,,,5/1996,
5.6,,,,5/1996,
8.9,,,,5/1996,
9.4,,,,5/1996,
8.3,,,,6/1996,
12.8,,,,6/1996,
12.2,,,,6/1996,
12.8,,,,6/1996,
14.4,,,,7/1996,
13.3,,,,7/1996,
15.5,,,,7/1996,
14.4,,,,7/1996,
13.9,,,,7/1996,
16.7,,,,8/1996,
15.5,,,,8/1996,
15.5,,,,8/1996,
15,,,,8/1996,
16.1,,,,9/1996,
13.9,,,,9/1996,
11.7,,,,9/1996,
10.5,,,,9/1996,
8.9,,,,10/1996,
8.9,,,,10/1996,
8.9,,,,10/1996,
6.7,,,,10/1996,
5.6,,,,10/1996,
5.6,,,,11/1996,
1.1,,,,11/1996,
1.1,,,,11/1996,
0.6,,,,11/1996,
1.1,,,,12/1996,
1.7,,,,12/1996,
1.1,,,,12/1996,
1.1,,,,12/1996,
0.6,,,,1/1997,
1.1,,,,1/1997,
0.6,,,,1/1997,
0.6,,,,1/1997,
0,,,,1/1997,
0.6,,,,2/1997,
0.6,,,,2/1997,
0.6,,,,2/1997,
0.6,,,,3/1997,
0.6,,,,3/1997,
0.6,,,,3/1997,
0.6,,,,3/1997,
0.6,,,,4/1997,
0.6,,,,4/1997,
0.6,,,,4/1997,
3.9,,,,4/1997,
5,,,,4/1997,
6.1,,,,5/1997,
5,,,,5/1997,
6.7,,,,5/1997,
8.9,,,,5/1997,
11.7,,,,6/1997,
12.8,,,,6/1997,
10.5,,,,6/1997,
14.4,,,,6/1997,
13.9,,,,7/1997,
12.8,,,,7/1997,
16.7,,,,7/1997,
14.4,,,,7/1997,
15,,,,7/1997,
15.5,,,,8/1997,
13.3,,,,8/1997,
12.8,,,,8/1997,
15,,,,8/1997,
14.4,,,,9/1997,
13.3,,,,9/1997,
11.1,,,,9/1997,
12.2,,,,9/1997,
13.3,,,,10/1997,
9.4,,,,10/1997,
6.7,,,,10/1997,
5,,,,10/1997,
2.8,,,,11/1997,
1.7,,,,11/1997,
1.7,,,,11/1997,
1.7,,,,12/1997,
1.7,,,,12/1997,
1.7,,,,12/1997,
0.6,,,,12/1997,
0,,,,12/1997,
-0.6,,,,1/1998,
-1.1,,,,1/1998,
-0.6,,,,1/1998,
-0.6,,,,1/1998,
-0.6,,,,2/1998,
0,,,,2/1998,
0,,,,2/1998,
0.6,,,,2/1998,
0.6,,,,3/1998,
-1.1,,,,3/1998,
0,,,,3/1998,
0,,,,3/1998,
0,,,,4/1998,
0.6,,,,4/1998,
0.6,,,,4/1998,
3.9,,,,4/1998,
5.6,,,,4/1998,
7.8,,,,5/1998,
8.3,,,,5/1998,
10,,,,5/1998,
11.1,,,,5/1998,
8.3,,,,6/1998,
9.4,,,,6/1998,
13.3,,,,6/1998,
13.9,,,,6/1998,
15,,,,7/1998,
14.4,,,,7/1998,
16.1,,,,7/1998,
15,,,,7/1998,
15,,,,7/1998,
16.1,,,,8/1998,
16.1,,,,8/1998,
15.5,,,,8/1998,
16.1,,,,8/1998,
13.9,,,,9/1998,
13.3,,,,9/1998,
15,,,,9/1998,
12.2,,,,9/1998,
10.5,,,,10/1998,
10.5,,,,10/1998,
8.9,,,,10/1998,
7.8,,,,10/1998,
8.3,,,,10/1998,
5,,,,11/1998,
3.9,,,,11/1998,
3.9,,,,11/1998,
3.3,,,,11/1998,
2.8,,,,12/1998,
1.1,,,,12/1998,
0.6,,,,12/1998,
0,,,,12/1998,
-0.6,,,,12/1998,
-1.1,,,,1/1999,
-2.2,,,,1/1999,
-0.6,,,,1/1999,
-0.6,,,,1/1999,
0,,,,2/1999,
0,,,,2/1999,
-0.6,,,,2/1999,
-0.6,,,,2/1999,
0,,,,3/1999,
0,,,,3/1999,
0,,,,3/1999,
0,,,,3/1999,
0.6,,,,4/1999,
0.6,,,,4/1999,
1.7,,,,4/1999,
3.9,,,,4/1999,
5.6,,,,4/1999,
9.4,,,,5/1999,
6.7,,,,5/1999,
8.3,,,,5/1999,
8.3,,,,5/1999,
8.3,,,,6/1999,
13.3,,,,6/1999,
10,,,,6/1999,
14.4,,,,6/1999,
13.3,,,,6/1999,
15,,,,7/1999,
16.7,,,,7/1999,
16.7,,,,7/1999,
17.2,,,,7/1999,
15,,,,8/1999,
15.5,,,,8/1999,
16.1,,,,9/1999,
13.8,,,,1/2000,
14.5,,,,6/2001,
18.9,,,,6/2001,
14.3,,,,7/2001,
17.1,,,,7/2001,
18.9,,,,7/2001,
16.8,,,,7/2001,
20.9,,,,8/2001,
21.4,,,,8/2001,
17.5,,,,8/2001,
18.6,,,,8/2001,
16.8,,,,8/2001,
16.8,,,,9/2001,
12,,,,9/2001,
13.4,,,,9/2001,
10.2,,,,9/2001,
9.6,,,,10/2001,
9.5,,,,10/2001,
5.2,,,,10/2001,
4.3,,,,10/2001,
5.2,,,,10/2001,
6.7,,,,11/2001,
2.4,,,,11/2001,
2.4,,,,11/2001,
2,,,,12/2001,
0.8,,,,12/2001,
0.4,,,,12/2001,
-0.4,,,,12/2001,
-0.4,,,,1/2002,
-1.2,,,,1/2002,
-1,,,,1/2002,
-1.2,,,,2/2002,
-1,,,,2/2002,
-0.2,,,,2/2002,
-1.9,,,,2/2002,
-1.8,,,,3/2002,
-1.3,,,,3/2002,
-1,,,,3/2002,
-0.6,,,,3/2002,
-0.2,,,,4/2002,
0.2,,,,4/2002,
3.5,,,,4/2002,
3.7,,,,4/2002,
3.1,,,,4/2002,
3.7,,,,5/2002,
6.5,,,,5/2002,
8.9,,,,5/2002,
14.3,,,,5/2002,
11.4,,,,6/2002,
12.6,,,,6/2002,
14.4,,,,6/2002,
18.2,,,,6/2002,
17.7,,,,7/2002,
18.6,,,,7/2002,
18.8,,,,7/2002,
15.4,,,,7/2002,
15.7,,,,8/2002,
18,,,,8/2002,
16,,,,8/2002,
15.3,,,,8/2002,
15.6,,,,8/2002,
16.3,,,,9/2002,
15.8,,,,9/2002,
15.6,,,,9/2002,
9.6,,,,9/2002,
9.5,,,,10/2002,
6.8,,,,10/2002,
4.7,,,,10/2002,
2.9,,,,10/2002,
3.1,,,,10/2002,
2,,,,11/2002,
2.1,,,,11/2002,
2.4,,,,11/2002,
0.9,,,,11/2002,
-0.5,,,,12/2002,
-0.4,,,,12/2002,
0,,,,12/2002,
0.5,,,,12/2002,
0.2,,,,12/2002,
-0.5,,,,1/2003,
-3.3,,,,1/2003,
-4.7,,,,1/2003,
-2.9,,,,1/2003,
-3.2,,,,2/2003,
-4.6,,,,2/2003,
-2.5,,,,2/2003,
-4.8,,,,2/2003,
-4.8,,,,3/2003,
-3.1,,,,3/2003,
0,,,,3/2003,
0.2,,,,3/2003,
0.2,,,,4/2003,
0,,,,4/2003,
0.1,,,,4/2003,
4.7,,,,4/2003,
4.1,,,,4/2003,
6.9,,,,5/2003,
8.8,,,,5/2003,
7.8,,,,5/2003,
10.4,,,,5/2003,
10.5,,,,6/2003,
10.5,,,,6/2003,
13,,,,6/2003,
13,,,,6/2003,
15.2,,,,7/2003,
13,,,,7/2003,
14.7,,,,7/2003,
14.2,,,,7/2003,
16,,,,7/2003,
16.5,,,,8/2003,
15.5,,,,8/2003,
18.5,,,,8/2003,
15.3,,,,8/2003,
14.2,,,,9/2003,
15.9,,,,9/2003,
14.8,,,,9/2003,
10.7,,,,9/2003,
5,,,,10/2003,
12.6,,,,10/2003,
8.5,,,,10/2003,
7.9,,,,10/2003,
4.6,,,,10/2003,
3.3,,,,11/2003,
3.3,,,,11/2003,
2.9,,,,11/2003,
2.1,,,,11/2003,
2.2,,,,12/2003,
1,,,,12/2003,
0.9,,,,12/2003,
0.8,,,,12/2003,
0.8,,,,12/2003,
-0.4,,,,1/2004,
-0.7,,,,1/2004,
-0.8,,,,1/2004,
-1.4,,,,1/2004,
-0.3,,,,2/2004,
-0.1,,,,2/2004,
0,,,,2/2004,
0.2,,,,2/2004,
0.3,,,,3/2004,
0.3,,,,3/2004,
0.5,,,,3/2004,
0.9,,,,4/2004,
2,,,,4/2004,
5,,,,4/2004,
4.7,,,,4/2004,
5.5,,,,5/2004,
6.7,,,,5/2004,
8.4,,,,5/2004,
7,,,,5/2004,
10.3,,,,6/2004,
11.8,,,,6/2004,
11.3,,,,6/2004,
11,,,,6/2004,
12.4,,,,6/2004,
12.7,,,,7/2004,
15.1,,,,7/2004,
16.4,,,,7/2004,
14.9,,,,7/2004,
14.8,,,,8/2004,
11.9,,,,8/2004,
14,,,,8/2004,
13.6,,,,8/2004,
13.9,,,,9/2004,
13.8,,,,9/2004,
13.5,,,,9/2004,
13.9,,,,9/2004,
11.7,,,,9/2004,
10.9,,,,10/2004,
10.8,,,,10/2004,
7.6,,,,10/2004,
8.5,,,,10/2004,
6.3,,,,11/2004,
5.5,,,,11/2004,
5.3,,,,11/2004,
1.9,,,,11/2004,
1,,,,12/2004,
1.5,,,,12/2004,
1.9,,,,12/2004,
0.2,,,,12/2004,
0,,,,12/2004,
-0.2,,,,1/2005,
0.1,,,,1/2005,
0,,,,1/2005,
0.3,,,,1/2005,
0.6,,,,2/2005,
0.7,,,,2/2005,
0.2,,,,2/2005,
0.8,,,,2/2005,
0.6,,,,3/2005,
0.5,,,,3/2005,
0.4,,,,3/2005,
0.7,,,,3/2005,
7,,,,4/2005,
9.1,,,,4/2005,
4.5,,,,4/2005,
6.9,,,,5/2005,
7.1,,,,5/2005,
8.3,,,,5/2005,
11.2,,,,5/2005,
12.7,,,,6/2005,
12.3,,,,6/2005,
13.5,,,,6/2005,
16.6,,,,6/2005,
15,,,,6/2005,
14.8,,,,7/2005,
18,,,,7/2005,
17,,,,7/2005,
15.1,,,,7/2005,
17.7,,,,8/2005,
16.9,,,,8/2005,
14.6,,,,8/2005,
15.1,,,,8/2005,
13.9,,,,9/2005,
14.8,,,,9/2005,
14.2,,,,9/2005,
14.8,,,,9/2005,
13.1,,,,9/2005,
14.1,,,,10/2005,
9.8,,,,10/2005,
8.5,,,,10/2005,
6.8,,,,10/2005,
7.4,,,,11/2005,
5.7,,,,11/2005,
3.6,,,,11/2005,
2.7,,,,11/2005,
0.9,,,,12/2005,
0.2,,,,12/2005,
0.3,,,,12/2005,
0.9,,,,12/2005,
1.5,,,,12/2005,
0.2,,,,1/2006,
1.7,,,,1/2006,
1,,,,1/2006,
0.5,,,,1/2006,
0.8,,,,2/2006,
0.3,,,,2/2006,
-0.2,,,,2/2006,
0,,,,2/2006,
-0.2,,,,3/2006,
0,,,,3/2006,
0.2,,,,3/2006,
0.3,,,,3/2006,
0.3,,,,3/2006,
0.4,,,,4/2006,
5.3,,,,4/2006,
7.3,,,,4/2006,
8.4,,,,4/2006,
9,,,,5/2006,
9.9,,,,5/2006,
9.5,,,,5/2006,
11.2,,,,5/2006,
13.5,,,,6/2006,
14.5,,,,6/2006,
13,,,,6/2006,
13.8,,,,6/2006,
13.2,,,,6/2006,
14.7,,,,7/2006,
16.2,,,,7/2006,
17.1,,,,7/2006,
17.3,,,,7/2006,
18.1,,,,8/2006,
15.4,,,,8/2006,
15.1,,,,8/2006,
15.4,,,,8/2006,
15.1,,,,8/2006,
15.2,,,,9/2006,
13.9,,,,9/2006,
10.2,,,,9/2006,
10,,,,9/2006,
9.6,,,,10/2006,
6.2,,,,10/2006,
5.2,,,,10/2006,
4.1,,,,10/2006,
1.9,,,,11/2006,
5.7,,,,11/2006,
2.7,,,,11/2006,
1.4,,,,11/2006,
0,,,,11/2006,
-1.8,,,,12/2006,
-0.8,,,,12/2006,
-0.9,,,,12/2006,
-1.6,,,,12/2006,
-1,,,,1/2007,
-3.2,,,,1/2007,
-8.2,,,,1/2007,
-6.1,,,,1/2007,
-6.8,,,,1/2007,
-11.1,,,,2/2007,
-10.5,,,,2/2007,
-6.8,,,,2/2007,
-4,,,,2/2007,
-3.2,,,,3/2007,
-0.6,,,,3/2007,
-1,,,,3/2007,
-0.8,,,,3/2007,
-0.7,,,,4/2007,
-0.5,,,,4/2007,
0.6,,,,4/2007,
2.9,,,,4/2007,
4.8,,,,5/2007,
7.2,,,,5/2007,
7.3,,,,5/2007,
10,,,,5/2007,
11.4,,,,5/2007,
11.3,,,,6/2007,
13.7,,,,6/2007,
13.1,,,,6/2007,
13.6,,,,6/2007,
14.6,,,,7/2007,
14.2,,,,7/2007,
13.5,,,,7/2007,
12.5,,,,7/2007,
14.3,,,,7/2007,
13,,,,7/2007,
13.9,,,,7/2007,
17.2,,,,7/2007,
17.7,,,,8/2007,
15.3,,,,8/2007,
14.2,,,,8/2007,
14.5,,,,8/2007,
13.5,,,,8/2007,
15.6,,,,9/2007,
11.3,,,,9/2007,
10.5,,,,9/2007,
11.8,,,,9/2007,
11.7,,,,10/2007,
8.8,,,,10/2007,
9.6,,,,10/2007,
6.9,,,,10/2007,
6.8,,,,10/2007,
3.3,,,,11/2007,
4.3,,,,11/2007,
1.9,,,,11/2007,
0,,,,11/2007,
-0.3,,,,12/2007,
-0.4,,,,12/2007,
-0.6,,,,12/2007,
-0.3,,,,12/2007,
0,,,,1/2008,
0,,,,1/2008,
-0.5,,,,1/2008,
-1.7,,,,1/2008,
-2.1,,,,1/2008,
-1.1,,,,2/2008,
-2.4,,,,2/2008,
-1.8,,,,2/2008,
-1.6,,,,2/2008,
-1.7,,,,3/2008,
-0.6,,,,3/2008,
-0.3,,,,3/2008,
-0.7,,,,3/2008,
-0.8,,,,4/2008,
-0.5,,,,4/2008,
-0.1,,,,4/2008,
-0.2,,,,4/2008,
0.5,,,,4/2008,
1.4,,,,4/2008,
5.5,,,,5/2008,
5.2,,,,5/2008,
7.5,,,,5/2008,
8.4,,,,5/2008,
8.3,,,,6/2008,
8.9,,,,6/2008,
10.7,,,,6/2008,
13.4,,,,6/2008,
13.6,,,,7/2008,
14.3,,,,7/2008,
13.8,,,,7/2008,
13.7,,,,7/2008,
14,,,,8/2008,
13.5,,,,8/2008,
12.9,,,,8/2008,
13.1,,,,8/2008,
12.1,,,,9/2008,
11.4,,,,9/2008,
11.8,,,,9/2008,
12.2,,,,9/2008,
10.5,,,,9/2008,
9.2,,,,10/2008,
8.7,,,,10/2008,
6.3,,,,10/2008,
5.2,,,,10/2008,
5.8,,,,11/2008,
3,,,,11/2008,
2.3,,,,11/2008,
0.3,,,,11/2008,
-0.9,,,,12/2008,
-1.3,,,,12/2008,
-1.2,,,,12/2008,
-0.1,,,,12/2008,
-1,,,,12/2008,
-1,,,,1/2009,
-1.4,,,,1/2009,
-0.8,,,,1/2009,
-0.7,,,,1/2009,
-1.3,,,,2/2009,
-0.8,,,,2/2009,
-1,,,,2/2009,
-0.8,,,,2/2009,
-1,,,,3/2009,
-0.6,,,,3/2009,
-0.4,,,,3/2009,
-0.7,,,,3/2009,
-0.6,,,,4/2009,
-0.4,,,,4/2009,
0.5,,,,4/2009,
3.9,,,,4/2009,
7.6,,,,5/2009,
9.4,,,,5/2009,
7.9,,,,5/2009,
7.9,,,,5/2009,
8.2,,,,6/2009,
8.5,,,,6/2009,
11,,,,6/2009,
14.1,,,,6/2009,
11.3,,,,7/2009,
12.3,,,,7/2009,
13.3,,,,8/2009,
17.1,,,,8/2009,
15.1,,,,8/2009,
15.7,,,,8/2009,
14.2,,,,9/2009,
15.6,,,,9/2009,
15.6,,,,9/2009,
14.6,,,,9/2009,
10.6,,,,9/2009,
8.5,,,,10/2009,
5.3,,,,10/2009,
5.6,,,,10/2009,
6.9,,,,10/2009,
4.5,,,,11/2009,
3.9,,,,11/2009,
2.8,,,,11/2009,
4,,,,11/2009,
1.8,,,,12/2009,
-1.3,,,,12/2009,
-2.1,,,,12/2009,
-1.1,,,,12/2009,
-1,,,,12/2009,
-2.1,,,,1/2010,
-1,,,,1/2010,
-1.1,,,,1/2010,
-1.9,,,,1/2010,
-1.4,,,,2/2010,
-1,,,,2/2010,
-1,,,,2/2010,
-1.7,,,,2/2010,
-0.6,,,,3/2010,
-0.4,,,,3/2010,
0.2,,,,3/2010,
-0.2,,,,3/2010,
1.5,,,,3/2010,
3.1,,,,4/2010,
4.9,,,,4/2010,
6.6,,,,4/2010,
6.6,,,,4/2010,
5.8,,,,5/2010,
6.9,,,,5/2010,
10.9,,,,5/2010,
13.1,,,,5/2010,
11.4,,,,6/2010,
11.6,,,,6/2010,
13,,,,6/2010,
15.4,,,,6/2010,
18.7,,,,6/2010,
14.8,,,,7/2010,
16.7,,,,7/2010,
16.7,,,,7/2010,
16.6,,,,7/2010,
17.7,,,,7/2010,
19.3,,,,8/2010,
19,,,,8/2010,
15.9,,,,8/2010,
16.4,,,,8/2010,
18,,,,9/2010,
12.9,,,,9/2010,
12.3,,,,9/2010,
11.3,,,,9/2010,
11.6,,,,9/2010,
11.7,,,,10/2010,
10.7,,,,10/2010,
7.7,,,,10/2010,
8.5,,,,10/2010,
6.2,,,,11/2010,
7,,,,11/2010,
3.8,,,,11/2010,
2.1,,,,11/2010,
2.1,,,,12/2010,
1.3,,,,12/2010,
0.1,,,,12/2010,
-0.4,,,,12/2010,
1.2,,,,12/2010,
0.4,,,,1/2011,
0.7,,,,1/2011,
-0.1,,,,1/2011,
0.5,,,,1/2011,
-0.3,,,,3/2011,
0.4,,,,3/2011,
0.7,,,,3/2011,
0.4,,,,3/2011,
0.6,,,,3/2011,
0.6,,,,4/2011,
5.6,,,,4/2011,
2.6,,,,4/2011,
3.8,,,,4/2011,
6,,,,5/2011,
9.3,,,,5/2011,
10.1,,,,5/2011,
10.2,,,,5/2011,
10.7,,,,6/2011,
13.2,,,,6/2011,
12.8,,,,6/2011,
14.1,,,,6/2011,
14.7,,,,6/2011,
16.9,,,,7/2011,
16.5,,,,7/2011,
20.4,,,,7/2011,
22.1,,,,8/2011,
15.3,,,,8/2011,
20.4,,,,8/2011,
16.8,,,,8/2011,
16.3,,,,8/2011,
16,,,,9/2011,
12.6,,,,9/2011,
12.7,,,,9/2011,
10.7,,,,9/2011,
13,,,,10/2011,
13.1,,,,10/2011,
9.3,,,,10/2011,
7.4,,,,10/2011,
6,,,,11/2011,
3.9,,,,11/2011,
3.7,,,,11/2011,
3,,,,11/2011,
1.3,,,,11/2011,
-0.6,,,,12/2011,
-0.7,,,,12/2011,
-1.2,,,,12/2011,
-1.4,,,,12/2011,
-1.2,,,,1/2012,
-1.4,,,,1/2012,
-4.8,,,,1/2012,
-2.3,,,,1/2012,
-1.5,,,,2/2012,
-1.9,,,,2/2012,
-1.8,,,,2/2012,
-1.2,,,,2/2012,
-1.2,,,,2/2012,
-1,,,,3/2012,
0.1,,,,3/2012,
0.5,,,,3/2012,
2.5,,,,3/2012,
4.3,,,,4/2012,
2.6,,,,4/2012,
2,,,,4/2012,
5.6,,,,4/2012,
9.1,,,,5/2012,
8.6,,,,5/2012,
9.8,,,,5/2012,
11.4,,,,5/2012,
9.7,,,,5/2012,
12.8,,,,6/2012,
12.6,,,,6/2012,
14.3,,,,6/2012,
15.2,,,,6/2012,
17.5,,,,7/2012,
17,,,,7/2012,
17.5,,,,7/2012,
17,,,,7/2012,
17.7,,,,7/2012,
17.1,,,,8/2012,
16.1,,,,8/2012,
16.1,,,,8/2012,
17.8,,,,8/2012,
16.6,,,,9/2012,
14.8,,,,9/2012,
11.7,,,,9/2012,
10.2,,,,9/2012,
11.4,,,,10/2012,
6.9,,,,10/2012,
8.3,,,,10/2012,
9.3,,,,10/2012,
4.5,,,,10/2012,
5.3,,,,11/2012,
3.1,,,,11/2012,
3.7,,,,11/2012,
1,,,,11/2012,
0.9,,,,12/2012,
-1.3,,,,12/2012,
-0.6,,,,12/2012,
-1.9,,,,12/2012,
-0.2,,,,1/2013,
-0.8,,,,1/2013,
-1.4,,,,1/2013,
-2.5,,,,1/2013,
-2,,,,1/2013,
-1.5,,,,2/2013,
-0.7,,,,2/2013,
